32,"Peço a elaboração de projeto de lei para dificultar a extinção de conselhos de participação social, mesmo que criados por decreto.Peço a elaboração de projeto de lei para dificultar a extinção de conselhos de participação social, mesmo que criados por decreto. ","[{'id': 'PDL 132/2019', 'class': 'r', 'score': '76.71964972808544', 'score_normalized': '1.0'}, {'id': 'PDL 121/2019', 'class': 'pr', 'score': '74.72026411044374', 'score_normalized': '0.925995841220364'}, {'id': 'PDL 451/2019', 'class': 'pr', 'score': '72.8028512576316', 'score_normalized': '0.8550257772399138'}, {'id': 'PDC 1492/2014', 'class': 'pr', 'score': '72.64815337869503', 'score_normalized': '0.8492998750954348'}, {'id': 'PDL 608/2019', 'class': 'pr', 'score': '70.72973880103667', 'score_normalized': '0.778292733822881'}, {'id': 'PL 8048/2014', 'class': 'i', 'score': '70.47289282541604', 'score_normalized': '0.7687859782505568'}, {'id': 'PL 128/2019', 'class': 'i', 'score': '69.87703682398117', 'score_normalized': '0.7467312921755432'}, {'id': 'INC 944/2019', 'class': 'r', 'score': '68.8228683042111', 'score_normalized': '0.7077128788043522'}, {'id': 'PL 2384/2011', 'class': 'i', 'score': '68.81276635992704', 'score_normalized': '0.7073389709987822'}, {'id': 'INC 3854/2004', 'class': 'i', 'score': '68.62558439746705', 'score_normalized': '0.7004107208661682'}, {'id': 'PDL 118/2019', 'class': 'i', 'score': '68.37909845876173', 'score_normalized': '0.6912874259980119'}, {'id': 'PDL 139/2019', 'class': 'r', 'score': '68.27414877128284', 'score_normalized': '0.6874028760304963'}]",[],2022-06-26 22:43:16.553897,12,0,
35,proibição de nomeação em cargos públicos de pessoas condenadas pelo crime de estupro e pela Lei Maria da Penha.,"[{'id': 'PL 638/2022', 'class': 'r', 'score': '133.32864563335386', 'score_normalized': '1.0'}, {'id': 'PL 1841/2019', 'class': 'r', 'score': '122.52161450014705', 'score_normalized': '0.8476336374535225'}, {'id': 'PL 3431/2019', 'class': 'r', 'score': '121.25675445089058', 'score_normalized': '0.8298006061186365'}, {'id': 'PL 1523/2021', 'class': 'r', 'score': '116.25647115883173', 'score_normalized': '0.7593025232018661'}, {'id': 'PL 1311/2019', 'class': 'i', 'score': '115.9028810342173', 'score_normalized': '0.7543173204708113'}, {'id': 'PL 2586/2019', 'class': 'r', 'score': '115.31963134080132', 'score_normalized': '0.7460941893308374'}, {'id': 'PL 1659/2019', 'class': 'r', 'score': '113.10567048681492', 'score_normalized': '0.7148799587078056'}, {'id': 'PL 1383/2019', 'class': 'r', 'score': '112.50512707219292', 'score_normalized': '0.7064130065440394'}, {'id': 'PL 5618/2016', 'class': 'i', 'score': '111.97627354900055', 'score_normalized': '0.6989567970952563'}, {'id': 'PL 2147/2019', 'class': 'r', 'score': '111.11696642316039', 'score_normalized': '0.6868415825223819'}, {'id': 'PL 3548/2019', 'class': 'r', 'score': '109.08214692185302', 'score_normalized': '0.6581530331852578'}, {'id': 'PL 2661/2019', 'class': 'r', 'score': '108.29927595707738', 'score_normalized': '0.6471154781180206'}]",[],2022-06-26 23:00:44.418676,12,0,
42,Elaborar PEC para que os serviços notarias e de registro sejam exercidos diretamente pelo Poder público.,"[{'id': 'PL 6168/2016', 'class': 'pr', 'score': '88.4780343180754', 'score_normalized': '1.0'}, {'id': 'PEC 350/2004', 'class': 'r', 'score': '86.93354474961103', 'score_normalized': '0.9505918460192476'}, {'id': 'PEC 356/2004', 'class': 'r', 'score': '86.93354474961103', 'score_normalized': '0.9505918460192476'}, {'id': 'PEC 374/2005', 'class': 'r', 'score': '86.91972708851745', 'score_normalized': '0.9501498196430874'}, {'id': 'PDL 204/2019', 'class': 'pr', 'score': '85.3069834360479', 'score_normalized': '0.8985582204897685'}, {'id': 'PL 211/2011', 'class': 'i', 'score': '83.08181694099943', 'score_normalized': '0.8273752412939449'}, {'id': 'PL 309/2007', 'class': 'i', 'score': '82.99618367883875', 'score_normalized': '0.8246358369696308'}, {'id': 'PL 9639/2018', 'class': 'pr', 'score': '82.42363842278367', 'score_normalized': '0.8063201391820151'}, {'id': 'PEC 338/2017', 'class': 'pr', 'score': '82.24447187707244', 'score_normalized': '0.8005886091934368'}, {'id': 'PEC 255/2016', 'class': 'pr', 'score': '82.08814197398613', 'score_normalized': '0.7955876224071262'}, {'id': 'PL 692/2011', 'class': 'pr', 'score': '81.38052640548624', 'score_normalized': '0.7729510312112521'}, {'id': 'PL 9438/2017', 'class': 'i', 'score': '80.59571958035903', 'score_normalized': '0.7478450950801432'}]",[],2022-06-27 08:59:47.006642,12,0,
47,Permitir a concessão de liminar relativa a proventos em sede de mandado de segurança ,"[{'id': 'PL 10037/2018', 'class': 'i', 'score': '84.98853850534103', 'score_normalized': '1.0'}, {'id': 'INC 9566/2006', 'class': 'i', 'score': '84.4857118582391', 'score_normalized': '0.9886032550087908'}, {'id': 'PL 6544/2006', 'class': 'r', 'score': '79.6560715799857', 'score_normalized': '0.8791377384778639'}, {'id': 'PL 10042/2018', 'class': 'i', 'score': '71.24937948797334', 'score_normalized': '0.6885970689559111'}, {'id': 'PL 883/2007', 'class': 'i', 'score': '71.06876210954536', 'score_normalized': '0.6845033117638679'}, {'id': 'PEC 450/2014', 'class': 'i', 'score': '68.13485332816114', 'score_normalized': '0.6180052245968063'}, {'id': 'PL 7337/2006', 'class': 'i', 'score': '67.73634751246723', 'score_normalized': '0.6089729483935592'}, {'id': 'PLP 271/2016', 'class': 'i', 'score': '67.24282163737982', 'score_normalized': '0.5977870087116582'}, {'id': 'PL 6433/2005', 'class': 'r', 'score': '66.81111620709066', 'score_normalized': '0.5880022514226747'}, {'id': 'PL 6434/2005', 'class': 'i', 'score': '65.71640610931526', 'score_normalized': '0.5631902572780626'}, {'id': 'PL 2949/2008', 'class': 'i', 'score': '65.41971086718402', 'score_normalized': '0.5564655539749194'}, {'id': 'PL 4856/2016', 'class': 'i', 'score': '64.81342461311533', 'score_normalized': '0.5427238601543536'}]",[],2022-06-27 09:30:53.334786,12,0,
61,"Solicito uma minuta de Projeto de Lei que compatibilize o que determina o Estatuto do Idoso com a Lei sobre desconto de Imposto de Renda. O objetivo é as pessoas a partir dos 60 anos tenham desconto no imposto de renda, podendo ser uma parcela fixa dedutível ou uma tabela progressiva a partir de 60 anos de idade.","[{'id': 'PL 3960/2015', 'class': 'r', 'score': '255.27055071834673', 'score_normalized': '1.0'}, {'id': 'PL 2890/2008', 'class': 'r', 'score': '254.97165420834958', 'score_normalized': '0.9965393308413997'}, {'id': 'PL 3961/2015', 'class': 'r', 'score': '252.49144562300424', 'score_normalized': '0.9678230993996806'}, {'id': 'PL 721/2015', 'class': 'i', 'score': '247.17858668954324', 'score_normalized': '0.9063100122940538'}, {'id': 'PL 5874/2016', 'class': 'r', 'score': '244.3499277633459', 'score_normalized': '0.8735593699189258'}, {'id': 'PL 5312/2019', 'class': 'i', 'score': '242.7799434808649', 'score_normalized': '0.8553818536076077'}, {'id': 'PL 1642/2007', 'class': 'r', 'score': '242.0760009198617', 'score_normalized': '0.847231499793463'}, {'id': 'PL 3525/2008', 'class': 'i', 'score': '240.8240632032598', 'score_normalized': '0.8327363748942997'}, {'id': 'PL 3912/2019', 'class': 'i', 'score': '238.5318038413974', 'score_normalized': '0.8061962480885846'}, {'id': 'PL 7608/2014', 'class': 'i', 'score': '237.8654783001781', 'score_normalized': '0.7984814298389261'}, {'id': 'PL 4539/2021', 'class': 'r', 'score': '237.09296525661296', 'score_normalized': '0.7895371565702024'}, {'id': 'PL 397/2011', 'class': 'i', 'score': '235.93751832449146', 'score_normalized': '0.7761592166189119'}]","['PL 1119/2021', 'PL 3658/2021', 'PL 5573/2020', 'PL 1476/2020', 'PL 5267/2019', 'PL 8844/2017', 'PL 2047/2011', 'PL 7172/2010', 'PL 5189/2009']",2022-06-27 14:02:22.763854,12,9,
63,Elaborar projeto para que os recursos apreendidos do tráfico de drogas sejam destinados a clínica de recuperação de viciados (usuários de drogas).,"[{'id': 'PL 5439/2013', 'class': 'i', 'score': '143.51779894473378', 'score_normalized': '1.0'}, {'id': 'PL 6888/2017', 'class': 'r', 'score': '137.51223992595936', 'score_normalized': '0.8959762747924028'}, {'id': 'PEC 32/2011', 'class': 'i', 'score': '134.34541038602893', 'score_normalized': '0.841122862343839'}, {'id': 'PL 2005/2011', 'class': 'pr', 'score': '133.18393590367327', 'score_normalized': '0.8210046848335534'}, {'id': 'PL 2964/2015', 'class': 'pr', 'score': '131.31839981745551', 'score_normalized': '0.7886912877641202'}, {'id': 'PEC 124/2011', 'class': 'i', 'score': '128.55499418252313', 'score_normalized': '0.740825677334403'}, {'id': 'PL 5522/2009', 'class': 'i', 'score': '126.88118373446864', 'score_normalized': '0.7118332059335376'}, {'id': 'PEC 298/2008', 'class': 'i', 'score': '126.10992236905666', 'score_normalized': '0.6984740032201782'}, {'id': 'PL 5553/2016', 'class': 'i', 'score': '124.25115683775657', 'score_normalized': '0.6662778805530208'}, {'id': 'PL 1144/2011', 'class': 'i', 'score': '123.32467154336513', 'score_normalized': '0.6502300070126285'}, {'id': 'PL 6474/2016', 'class': 'pr', 'score': '122.99166386505195', 'score_normalized': '0.6444619013104653'}, {'id': 'PL 6219/2016', 'class': 'i', 'score': '122.54253435288743', 'score_normalized': '0.6366824215301536'}]",['PL 2868/2004'],2022-06-27 14:59:42.552252,12,1,
65,"Elaborar projeto de lei obrigando o Banco Central a produzir as cédulas de R$ 10, R$ 20, R$ 50 e R$ 100 em linguagem Braille, com a justificativa de que são aquelas com maior circulação na população com deficiência visual do país.","[{'id': 'INC 1015/2020', 'class': 'r', 'score': '229.27477297992917', 'score_normalized': '1.0'}, {'id': 'INC 639/2003', 'class': 'r', 'score': '197.1278362914491', 'score_normalized': '0.6580454695521801'}, {'id': 'PLP 214/2020', 'class': 'pr', 'score': '196.73647149017796', 'score_normalized': '0.6538824300641769'}, {'id': 'PL 475/2011', 'class': 'r', 'score': '193.31610156373955', 'score_normalized': '0.6174991502671869'}, {'id': 'PL 306/2021', 'class': 'pr', 'score': '188.13833263129595', 'score_normalized': '0.5624220036880684'}, {'id': 'INC 907/2007', 'class': 'pr', 'score': '186.02488153269223', 'score_normalized': '0.5399407270099565'}, {'id': 'PL 5473/2020', 'class': 'i', 'score': '182.9131196514391', 'score_normalized': '0.5068401836119707'}, {'id': 'PL 4586/2016', 'class': 'i', 'score': '180.73540953722505', 'score_normalized': '0.4836753686632297'}, {'id': 'PL 5811/2019', 'class': 'i', 'score': '179.49331976072747', 'score_normalized': '0.47046296741914867'}, {'id': 'PL 3989/2012', 'class': 'i', 'score': '179.40436449480424', 'score_normalized': '0.46951672932236166'}, {'id': 'PLP 10/2015', 'class': 'i', 'score': '179.2771483017969', 'score_normalized': '0.46816350074053'}, {'id': 'PL 99/2011', 'class': 'i', 'score': '178.9402062375437', 'score_normalized': '0.4645793687130726'}]",[],2022-06-27 15:19:06.381293,12,0,
67,Consulta sobre linhas de crédito do FINAME disponíveis às empresas no Brasil.,"[{'id': 'INC 972/2007', 'class': 'pr', 'score': '83.11266149122294', 'score_normalized': '1.0'}, {'id': 'INC 941/2003', 'class': 'i', 'score': '74.60119945132277', 'score_normalized': '0.7862322538778811'}, {'id': 'INC 942/2003', 'class': 'i', 'score': '74.54438835388937', 'score_normalized': '0.784805427300246'}, {'id': 'PLP 158/2012', 'class': 'i', 'score': '68.96752790285522', 'score_normalized': '0.6447410196266219'}, {'id': 'PLV 52/2004 => MPV 205/2004', 'class': 'i', 'score': '66.29918791104964', 'score_normalized': '0.5777249155469891'}, {'id': 'PL 5808/2005', 'class': 'pr', 'score': '66.09631547268746', 'score_normalized': '0.5726297176014797'}, {'id': 'INC 369/2003', 'class': 'r', 'score': '65.81090188923427', 'score_normalized': '0.5654614757458017'}, {'id': 'PL 1104/2020', 'class': 'pr', 'score': '62.90136996914052', 'score_normalized': '0.4923877690297112'}, {'id': 'PL 1178/2020', 'class': 'pr', 'score': '62.742393410285715', 'score_normalized': '0.4883950283568009'}, {'id': 'PLP 12/2019', 'class': 'i', 'score': '62.59809967268174', 'score_normalized': '0.4847710508400663'}, {'id': 'INC 3551/2013', 'class': 'i', 'score': '62.26472885310254', 'score_normalized': '0.4763983496061'}, {'id': 'INC 744/2019', 'class': 'i', 'score': '62.1485650228006', 'score_normalized': '0.4734808625670754'}]",[],2022-06-27 15:34:34.493608,12,0,
70,"Proibição de qualquer tipo de propaganda comercial de bebidas com qualquer graduação alcoólica, tanto nos meios de comunicação convencional quanto na internet (redes sociais, páginas da internet, youtube, blogs e assim por diante). Os malefícios do álcool para a saúde humana são amplamente conhecidos há muitas décadas, e estudos demonstram que a porcentagem de jovens que apresentam quadro de dependência alcoólica cresceu muito nos últimos anos, no mundo inteiro. Assim como foi feito para o cigarro no passado, é necessário coibir o consumo de bebidas, por uma questão de saúde pública, e a forma mais eficaz de fazer isso é dificultando ao máximo a divulgação e vanglorização do consumo desses produtos, especialmente junto à nossa juventude.","[{'id': 'PL 1007/2011', 'class': 'r', 'score': '546.2670914082507', 'score_normalized': '1.0'}, {'id': 'PL 4079/2012', 'class': 'r', 'score': '543.4157253956216', 'score_normalized': '0.9770242986299646'}, {'id': 'PL 1722/2011', 'class': 'pr', 'score': '540.8385756170957', 'score_normalized': '0.9562581733991078'}, {'id': 'PL 7093/2010', 'class': 'r', 'score': '538.1049522435877', 'score_normalized': '0.9342312171929643'}, {'id': 'PL 1664/2011', 'class': 'r', 'score': '532.9720485457436', 'score_normalized': '0.8928713700177935'}, {'id': 'PL 871/2003', 'class': 'r', 'score': '530.4902884946018', 'score_normalized': '0.872873874938394'}, {'id': 'PL 3448/2015', 'class': 'r', 'score': '529.0361413525663', 'score_normalized': '0.8611566662968096'}, {'id': 'PL 2142/2015', 'class': 'pr', 'score': '527.0896265272216', 'score_normalized': '0.8454720634989282'}, {'id': 'PL 1557/2015', 'class': 'r', 'score': '527.0636605732288', 'score_normalized': '0.8452628353598243'}, {'id': 'PL 330/2003', 'class': 'r', 'score': '525.9086250888065', 'score_normalized': '0.8359558048893964'}, {'id': 'PL 1583/2011', 'class': 'r', 'score': '525.4388442134814', 'score_normalized': '0.8321704104317863'}, {'id': 'PL 200/2003', 'class': 'r', 'score': '522.28097904436', 'score_normalized': '0.8067250039945856'}]","['PL 2931/2011', 'PL 3658/2012', 'PL 4079/2012', 'PL 590/2011', 'PL 7093/2010']",2022-06-27 16:47:15.529485,12,5,
72,Projeto de lei para permitir às autorizadas do serviço de TVA a adaptação de suas autorizações para outorgas do serviço de radiodifusão de sons e imagens.,"[{'id': 'PL 3098/2019', 'class': 'r', 'score': '142.4993685816428', 'score_normalized': '1.0'}, {'id': 'PL 3346/2020', 'class': 'r', 'score': '139.4029259493317', 'score_normalized': '0.9592736210010746'}, {'id': 'PL 3320/2020', 'class': 'r', 'score': '139.4029259493317', 'score_normalized': '0.9592736210010746'}, {'id': 'PL 2611/2015', 'class': 'r', 'score': '137.7906595835071', 'score_normalized': '0.9380680703551117'}, {'id': 'PL 803/2019', 'class': 'r', 'score': '137.75643199897127', 'score_normalized': '0.9376178874369855'}, {'id': 'PL 6915/2006', 'class': 'i', 'score': '111.87361966895168', 'score_normalized': '0.5971907102915566'}, {'id': 'PL 3404/2012', 'class': 'i', 'score': '108.45038980980796', 'score_normalized': '0.5521662182537797'}, {'id': 'PL 3490/2015', 'class': 'r', 'score': '108.27171172848126', 'score_normalized': '0.5498161307104233'}, {'id': 'PL 4799/2009', 'class': 'i', 'score': '107.54588435257149', 'score_normalized': '0.5402695883360751'}, {'id': 'PL 3337/2008', 'class': 'i', 'score': '107.23203990519391', 'score_normalized': '0.5361417069481782'}, {'id': 'PL 7399/2014', 'class': 'i', 'score': '105.6263842930975', 'score_normalized': '0.5150231051314921'}, {'id': 'PDC 1453/2014', 'class': 'i', 'score': '105.33986328226267', 'score_normalized': '0.5112545989248374'}]",[],2022-06-27 17:01:25.293173,12,0,
